trip_id,vehicle_id,driver_id,driver_name,trip_date,trip_month,trip_quarter,route_name,route_category,distance_km,fuel_consumed_l,fuel_efficiency_kml,fuel_cost_inr,road_difficulty,difficulty_tier,traffic_level,weather,delay_minutes,delivery_status,expected_duration_h,actual_duration_h,total_maint_cost_inr,maint_count,avg_downtime_h,toll_cost_inr,labour_cost_inr,total_trip_cost_inr,cost_per_km,driver_perf_score,safety_rating,experience_years,vehicle_type,fuel_type,year_mfg,base_km_per_l,capacity_kg,customer_location,avg_speed_kmph
T0236,V013,D013,Driver_13,2023-06-06 16:00:00,6,2,Route_City_B,City,212.7,12.12,17.54950495049505,1069.35,7.4,Hard,Low,Clear,4,Minor Delay,3.54,3.61,18146.56,1,33.3,0.0,636.6143837169798,19852.52438371698,93.34,91.98,3.3,5,Bus,Petrol,2011,17.12,3573,East Zone,73.7
T0237,V012,D010,Driver_10,2023-06-07 08:00:00,6,2,Route_Highway_1,Highway,35.8,2.86,12.517482517482517,259.35,8.4,Hard,High,Fog,50,Major Delay,0.6,1.43,60915.99,5,25.1,93.68257126674763,405.84547115479467,12942.076042421542,361.51,73.97,4.4,14,Sedan,Electric,2022,13.27,8055,North Zone,83.4
T0238,V014,D025,Driver_25,2023-06-08 00:00:00,6,2,Route_Rural_X,Rural,76.4,5.75,13.286956521739132,503.66,2.6,Easy,Medium,Clear,23,Minor Delay,1.27,1.66,60260.29,5,25.580000000000002,0.0,490.121136712128,13045.83913671213,170.76,84.58,5.0,5,Van,CNG,2014,13.81,1521,South Zone,32.7
T0239,V002,D018,Driver_18,2023-06-08 16:00:00,6,2,Route_Highway_1,Highway,394.9,48.17,8.198048577953083,4830.66,4.3,Moderate,High,Clear,59,Major Delay,6.58,7.56,10495.08,1,16.3,1352.16646358448,2011.455108890895,18689.361572475376,47.33,58.43,3.5,15,Bus,Diesel,2013,9.56,3112,East Zone,88.6
T0240,V019,D008,Driver_8,2023-06-09 08:00:00,6,2,Route_City_B,City,386.7,40.05,9.655430711610487,4257.16,9.1,Hard,Medium,Hot,0,On Time,6.44,6.44,68962.6,4,20.1,0.0,1113.2438747941335,22611.053874794135,58.47,78.26,4.1,5,Truck,Petrol,2021,10.45,661,East Zone,73.4
T0241,V018,D008,Driver_8,2023-06-10 00:00:00,6,2,Route_Mixed,Mixed,21.9,3.4,6.441176470588235,318.49,8.3,Hard,Medium,Clear,19,Minor Delay,0.36,0.68,61824.66,4,15.649999999999999,50.4239517098144,116.01511755596982,15941.094069265786,727.9,66.43,4.1,5,Bus,Electric,2021,7.14,6175,Central,69.4
T0242,V003,D007,Driver_7,2023-06-10 16:00:00,6,2,Route_Mixed,Mixed,381.7,57.71,6.614105007797608,6033.26,9.9,Hard,Medium,Hot,24,Minor Delay,6.36,6.76,46267.04,3,3.8333333333333335,1228.7972737285709,1169.8198598923025,23854.22380028754,62.49,62.43,3.3,3,Sedan,Diesel,2023,7.98,7541,East Zone,73.7
T0243,V017,D008,Driver_8,2023-06-11 08:00:00,6,2,Route_Highway_2,Highway,262.9,24.78,10.609362389023405,2315.68,7.8,Hard,High,Clear,54,Major Delay,4.38,5.28,1503.97,1,34.1,761.6567959785812,1443.8154339106713,6025.122229889253,22.92,67.49,4.1,5,SUV,Diesel,2018,11.39,7373,South Zone,90.5
T0244,V008,D014,Driver_14,2023-06-12 00:00:00,6,2,Route_Mixed,Mixed,349.8,59.25,5.903797468354431,5313.99,4.5,Moderate,Low,Hot,54,Major Delay,5.83,6.73,21444.72,2,21.549999999999997,620.4852418383261,1143.9619320322008,17800.797173870527,50.89,54.03,3.4,14,Sedan,Diesel,2018,6.17,8726,South Zone,71.1
T0245,V010,D019,Driver_19,2023-06-12 16:00:00,6,2,Route_Mixed,Mixed,192.8,15.57,12.382787411689145,1326.99,6.3,Hard,Medium,Rain,33,Major Delay,3.21,3.76,55975.82,4,22.625,622.8984318701567,999.0720190186427,16942.9154508888,87.88,74.13,3.5,10,Bus,Petrol,2017,14.54,2085,North Zone,70.7
T0246,V002,D006,Driver_6,2023-06-13 08:00:00,6,2,Route_City_A,City,215.9,30.51,7.076368403802032,2732.22,6.9,Hard,Medium,Storm,0,On Time,3.6,3.6,10495.08,1,16.3,0.0,1044.8742554083274,14272.174255408327,66.11,70.42,3.6,1,Bus,Diesel,2013,9.56,3112,East Zone,99.3
T0247,V019,D001,Driver_1,2023-06-14 00:00:00,6,2,Route_Highway_2,Highway,205.8,20.8,9.89423076923077,2065.02,1.7,Easy,Medium,Hot,0,On Time,3.43,3.43,68962.6,4,20.1,460.4209327250838,517.5001763632407,20283.591109088327,98.56,81.6,4.8,5,Truck,Petrol,2021,10.45,661,East Zone,83.0
T0248,V009,D023,Driver_23,2023-06-14 16:00:00,6,2,Route_Rural_X,Rural,273.4,91.66644740283974,2.98255258871885,4039.14,5.9,Moderate,High,Clear,43,Major Delay,4.56,5.27,69521.94,3,20.133333333333333,0.0,1482.2770504330613,28695.39705043306,104.96,56.45,5.0,17,Sedan,Diesel,2023,8.39,3652,North Zone,61.0
T0249,V007,D015,Driver_15,2023-06-15 08:00:00,6,2,Route_Rural_Y,Rural,73.1,8.86,8.250564334085778,882.26,7.4,Hard,High,Hot,39,Major Delay,1.22,1.87,14838.89,1,17.9,0.0,356.77093474144687,16077.920934741447,219.94,65.74,4.1,7,Sedan,Electric,2021,9.52,1275,East Zone,79.5
T0250,V004,D001,Driver_1,2023-06-16 00:00:00,6,2,Route_City_A,City,31.4,6.56,4.786585365853659,665.84,2.5,Easy,High,Clear,39,Major Delay,0.52,1.17,17174.29,1,6.7,0.0,340.19266283771964,18180.32266283772,578.99,60.7,4.8,5,Bus,Petrol,2017,6.19,6735,Central,57.2
T0251,V018,D025,Driver_25,2023-06-16 16:00:00,6,2,Route_Rural_X,Rural,137.0,21.26,6.4440263405456255,2116.02,8.0,Hard,Medium,Clear,34,Major Delay,2.28,2.85,61824.66,4,15.649999999999999,0.0,683.1823494575682,18255.36734945757,133.25,66.45,5.0,5,Bus,Electric,2021,7.14,6175,West Zone,46.0
T0252,V013,D017,Driver_17,2023-06-17 08:00:00,6,2,Route_City_B,City,287.8,18.79,15.316657796700374,1711.77,6.3,Hard,High,Clear,32,Major Delay,4.8,5.33,18146.56,1,33.3,0.0,1175.3010383356336,21033.631038335636,73.08,79.42,3.1,15,Bus,Petrol,2011,17.12,3573,South Zone,71.8
T0253,V011,D001,Driver_1,2023-06-18 00:00:00,6,2,Route_City_A,City,96.7,6.56,14.740853658536587,641.89,9.6,Hard,Medium,Rain,49,Major Delay,1.61,2.43,16252.189999999999,2,29.549999999999997,0.0,723.0051090336241,9490.990109033624,98.15,80.84,4.8,5,SUV,Diesel,2014,15.48,4443,South Zone,95.0
T0254,V004,D015,Driver_15,2023-06-18 16:00:00,6,2,Route_Rural_X,Rural,275.9,37.88,7.283526927138331,4067.89,1.4,Easy,Low,Clear,1,Minor Delay,4.6,4.61,17174.29,1,6.7,0.0,909.8536483348789,22152.03364833488,80.29,72.65,4.1,7,Bus,Petrol,2017,6.19,6735,East Zone,95.0
T0255,V004,D023,Driver_23,2023-06-19 08:00:00,6,2,Route_City_B,City,388.6,75.93,5.117871723956275,6680.95,3.4,Moderate,Low,Rain,23,Minor Delay,6.48,6.86,17174.29,1,6.7,0.0,1656.1997681851121,25511.43976818511,65.65,66.08,5.0,17,Bus,Petrol,2017,6.19,6735,East Zone,53.9
T0256,V010,D002,Driver_2,2023-06-20 00:00:00,6,2,Route_Highway_2,Highway,55.7,4.33,12.863741339491916,373.64,6.4,Hard,Medium,Rain,37,Major Delay,0.93,1.54,55975.82,4,22.625,124.91067535509634,361.7861876486893,14854.291863003786,266.68,74.27,3.5,3,Bus,Petrol,2017,14.54,2085,South Zone,66.9
T0257,V005,D014,Driver_14,2023-06-20 16:00:00,6,2,Route_Rural_Y,Rural,275.6,33.23,8.29371050255793,3086.76,3.7,Moderate,High,Fog,47,Major Delay,4.59,5.38,14482.130000000001,3,22.599999999999998,0.0,1497.2901819811193,9411.426848647787,34.15,61.12,3.4,14,Bus,Diesel,2023,11.08,5986,North Zone,44.8
T0258,V009,D021,Driver_21,2023-06-21 08:00:00,6,2,Route_City_B,City,188.6,44.07,4.27955525300658,4099.32,7.4,Hard,High,Storm,104,Major Delay,3.14,4.88,69521.94,3,20.133333333333333,0.0,1208.624330177005,28481.924330177004,151.02,42.38,4.4,19,Sedan,Diesel,2023,8.39,3652,North Zone,99.7
T0259,V003,D008,Driver_8,2023-06-22 00:00:00,6,2,Route_Mixed,Mixed,349.9,48.32,7.241307947019867,4738.38,7.8,Hard,High,Clear,0,On Time,5.83,5.83,46267.04,3,3.8333333333333335,609.5566495063792,1046.6279870675992,21816.911303240646,62.35,72.8,4.1,5,Sedan,Diesel,2023,7.98,7541,North Zone,98.7
T0260,V017,D008,Driver_8,2023-06-22 16:00:00,6,2,Route_Highway_1,Highway,87.3,7.99,10.9261576971214,836.22,1.9,Easy,Medium,Clear,64,Major Delay,1.45,2.52,1503.97,1,34.1,304.8926232042828,399.4713752920555,3044.5539984963384,34.87,65.81,4.1,5,SUV,Diesel,2018,11.39,7373,West Zone,75.5
T0261,V003,D019,Driver_19,2023-06-23 08:00:00,6,2,Route_City_B,City,283.2,35.14,8.059191804211723,3520.43,5.6,Moderate,Medium,Clear,15,Minor Delay,4.72,4.97,46267.04,3,3.8333333333333335,0.0,1448.671339495125,20391.44800616179,72.0,68.66,3.5,10,Sedan,Diesel,2023,7.98,7541,Central,86.3
T0262,V016,D007,Driver_7,2023-06-24 00:00:00,6,2,Route_City_B,City,338.5,20.29,16.683095120749137,1976.27,5.6,Moderate,Low,Clear,0,On Time,5.64,5.64,35493.38,2,22.25,0.0,1155.5558589903424,20878.51585899034,61.68,90.98,3.3,3,Van,Petrol,2019,16.2,8489,South Zone,80.1
T0263,V004,D019,Driver_19,2023-06-24 16:00:00,6,2,Route_Rural_Y,Rural,379.0,65.77,5.7625057016877,6806.51,4.3,Moderate,Medium,Clear,0,On Time,6.32,6.32,17174.29,1,6.7,0.0,1108.398816325687,25089.19881632569,66.2,67.05,3.5,10,Bus,Petrol,2017,6.19,6735,West Zone,71.5
T0264,V018,D006,Driver_6,2023-06-25 08:00:00,6,2,Route_Highway_1,Highway,279.6,44.3,6.311512415349888,4203.43,9.4,Hard,Medium,Clear,15,Minor Delay,4.66,4.91,61824.66,4,15.649999999999999,538.088722107864,1232.605459748404,21430.28918185627,76.65,65.1,3.6,1,Bus,Electric,2021,7.14,6175,West Zone,33.7
T0265,V017,D006,Driver_6,2023-06-26 00:00:00,6,2,Route_Mixed,Mixed,208.9,20.59,10.14570179698883,1819.01,8.4,Hard,Medium,Clear,19,Minor Delay,3.48,3.8,1503.97,1,34.1,755.0284391526856,955.002266941593,5033.010706094278,24.09,72.82,3.6,1,SUV,Diesel,2018,11.39,7373,South Zone,61.8
T0266,V007,D003,Driver_3,2023-06-26 16:00:00,6,2,Route_Rural_X,Rural,254.8,61.72948857185019,4.127686878588422,2601.44,7.3,Hard,Medium,Hot,36,Major Delay,4.25,4.85,14838.89,1,17.9,0.0,913.8296792719707,18354.159679271972,72.03,57.92,4.3,12,Sedan,Electric,2021,9.52,1275,West Zone,77.2
T0267,V005,D007,Driver_7,2023-06-27 08:00:00,6,2,Route_Rural_X,Rural,350.2,36.88,9.495661605206072,3706.66,7.4,Hard,Medium,Rain,41,Major Delay,5.84,6.52,14482.130000000001,3,22.599999999999998,0.0,1745.6626884896689,10279.699355156336,29.35,64.88,3.3,3,Bus,Diesel,2023,11.08,5986,East Zone,77.4
T0268,V012,D019,Driver_19,2023-06-28 00:00:00,6,2,Route_City_B,City,236.8,21.12,11.212121212121213,1861.54,5.2,Moderate,High,Clear,39,Major Delay,3.95,4.6,60915.99,5,25.1,0.0,948.01740274223,14992.75540274223,63.31,70.05,3.5,10,Sedan,Electric,2022,13.27,8055,North Zone,56.1
T0269,V017,D008,Driver_8,2023-06-28 16:00:00,6,2,Route_Highway_1,Highway,31.5,4.44,7.094594594594594,461.8,9.3,Hard,Very High,Rain,105,Major Delay,0.53,2.27,1503.97,1,34.1,82.51158069131009,601.515385820815,2649.7969665121254,84.12,47.31,4.1,5,SUV,Diesel,2018,11.39,7373,North Zone,95.9
T0270,V013,D010,Driver_10,2023-06-29 08:00:00,6,2,Route_Highway_1,Highway,373.8,25.63,14.58447132266875,2183.29,7.3,Hard,Very High,Clear,86,Major Delay,6.23,7.66,18146.56,1,33.3,747.1197406290206,1332.792274093235,22409.762014722255,59.95,70.03,4.4,14,Bus,Petrol,2011,17.12,3573,East Zone,41.7
T0271,V003,D020,Driver_20,2023-06-30 00:00:00,6,2,Route_Mixed,Mixed,282.0,48.4,5.8264462809917354,5295.51,7.6,Hard,High,Clear,35,Major Delay,4.7,5.28,46267.04,3,3.8333333333333335,534.9069691215893,856.8061909187192,22109.569826706975,78.4,62.41,4.4,13,Sedan,Diesel,2023,7.98,7541,West Zone,65.0
T0272,V009,D015,Driver_15,2023-06-30 16:00:00,6,2,Route_Rural_Y,Rural,277.1,44.05,6.290578887627697,4204.95,8.8,Hard,Medium,Rain,90,Major Delay,4.62,6.12,69521.94,3,20.133333333333333,0.0,945.3442303407279,28324.27423034073,102.22,49.09,4.1,7,Sedan,Diesel,2023,8.39,3652,Central,78.4
T0273,V017,D015,Driver_15,2023-07-01 08:00:00,7,3,Route_Highway_2,Highway,102.0,9.78,10.429447852760736,918.99,3.5,Moderate,High,Clear,38,Major Delay,1.7,2.33,1503.97,1,34.1,400.21433453500237,665.8238874245856,3488.9982219595877,34.21,70.91,4.1,7,SUV,Diesel,2018,11.39,7373,North Zone,78.8
T0274,V017,D001,Driver_1,2023-07-02 00:00:00,7,3,Route_Rural_X,Rural,270.4,26.01,10.396001537870049,2716.57,8.3,Hard,Medium,Clear,0,On Time,4.51,4.51,1503.97,1,34.1,0.0,922.9400200652323,5143.480020065233,19.02,82.74,4.8,5,SUV,Diesel,2018,11.39,7373,Central,75.4
T0275,V020,D020,Driver_20,2023-07-02 16:00:00,7,3,Route_Rural_Y,Rural,169.7,12.55,13.521912350597608,1282.37,2.8,Easy,Low,Hot,8,Minor Delay,2.83,2.96,18395.2,1,26.0,0.0,635.2335120250943,20312.803512025093,119.7,86.3,4.4,13,SUV,Diesel,2021,14.03,4797,South Zone,49.3
T0276,V016,D007,Driver_7,2023-07-03 08:00:00,7,3,Route_City_A,City,267.5,16.82,15.903686087990486,1455.31,4.1,Moderate,Medium,Hot,20,Minor Delay,4.46,4.79,35493.38,2,22.25,0.0,1227.1647265952527,20429.164726595252,76.37,84.42,3.3,3,Van,Petrol,2019,16.2,8489,South Zone,40.9
T0277,V013,D004,Driver_4,2023-07-04 00:00:00,7,3,Route_Rural_X,Rural,60.5,3.9,15.512820512820513,415.96,4.0,Moderate,Medium,Rain,0,On Time,1.01,1.01,18146.56,1,33.3,0.0,172.7123291224325,18735.232329122435,309.67,87.13,3.0,8,Bus,Petrol,2011,17.12,3573,South Zone,74.5
T0278,V019,D006,Driver_6,2023-07-04 16:00:00,7,3,Route_Rural_Y,Rural,270.0,30.38,8.887425938117183,2813.26,9.8,Hard,Medium,Rain,61,Major Delay,4.5,5.52,68962.6,4,20.1,0.0,1178.7672300108236,21232.677230010824,78.64,59.91,3.6,1,Truck,Petrol,2021,10.45,661,West Zone,72.0
T0279,V017,D025,Driver_25,2023-07-05 08:00:00,7,3,Route_Rural_X,Rural,399.8,39.12,10.219836400817996,4287.46,8.7,Hard,Medium,Rain,51,Major Delay,6.66,7.51,1503.97,1,34.1,0.0,1552.4002855647275,7343.830285564728,18.37,70.93,5.0,5,SUV,Diesel,2018,11.39,7373,North Zone,42.6
T0280,V004,D001,Driver_1,2023-07-06 00:00:00,7,3,Route_Highway_2,Highway,38.3,6.56,5.838414634146341,671.24,7.3,Hard,Medium,Clear,0,On Time,0.64,0.64,17174.29,1,6.7,128.06891309830056,172.36521124853692,18145.96412434684,473.78,72.42,4.8,5,Bus,Petrol,2017,6.19,6735,East Zone,79.4
T0281,V012,D005,Driver_5,2023-07-06 16:00:00,7,3,Route_City_A,City,391.3,28.27,13.841528121683764,2726.62,7.5,Hard,Low,Clear,31,Major Delay,6.52,7.04,60915.99,5,25.1,0.0,1210.3159217957482,16120.133921795748,41.2,78.72,3.7,3,Sedan,Electric,2022,13.27,8055,North Zone,61.9
T0282,V009,D023,Driver_23,2023-07-07 08:00:00,7,3,Route_Highway_2,Highway,174.6,19.1,9.141361256544501,1982.48,6.1,Hard,Medium,Clear,20,Minor Delay,2.91,3.24,69521.94,3,20.133333333333333,681.2638913686073,745.9809354765515,26583.704826845158,152.25,75.91,5.0,17,Sedan,Diesel,2023,8.39,3652,North Zone,76.7
T0283,V019,D001,Driver_1,2023-07-08 00:00:00,7,3,Route_Mixed,Mixed,350.9,32.35,10.846986089644512,2890.6,9.5,Hard,Medium,Clear,54,Major Delay,5.85,6.75,68962.6,4,20.1,670.2363930331849,1542.3001442807815,22343.78653731397,63.68,70.83,4.8,5,Truck,Petrol,2021,10.45,661,Central,88.6
T0284,V012,D004,Driver_4,2023-07-08 16:00:00,7,3,Route_City_A,City,317.3,25.3,12.541501976284586,2550.06,5.5,Moderate,Low,Rain,68,Major Delay,5.29,6.42,60915.99,5,25.1,0.0,1598.1624728517977,16331.420472851798,51.47,64.11,3.0,8,Sedan,Electric,2022,13.27,8055,North Zone,41.9
T0285,V009,D022,Driver_22,2023-07-09 08:00:00,7,3,Route_City_B,City,235.5,28.82,8.171408743927827,2773.4,4.4,Moderate,Low,Clear,0,On Time,3.92,3.92,69521.94,3,20.133333333333333,0.0,1122.0815040653192,27069.46150406532,114.94,71.7,3.3,7,Sedan,Diesel,2023,8.39,3652,South Zone,31.3
T0286,V007,D002,Driver_2,2023-07-10 00:00:00,7,3,Route_Rural_Y,Rural,300.6,39.07,7.693882774507295,3623.97,2.5,Easy,High,Hot,68,Major Delay,5.01,6.14,14838.89,1,17.9,0.0,1045.8127065172591,19508.67270651726,64.9,55.13,3.5,3,Sedan,Electric,2021,9.52,1275,East Zone,84.5
T0287,V014,D010,Driver_10,2023-07-10 16:00:00,7,3,Route_City_A,City,353.8,26.84,13.181818181818182,2316.77,8.1,Hard,Medium,Hot,21,Minor Delay,5.9,6.25,60260.29,5,25.580000000000002,0.0,967.2174641615525,15336.045464161554,43.35,82.42,4.4,14,Van,CNG,2014,13.81,1521,North Zone,72.7
T0288,V020,D005,Driver_5,2023-07-11 08:00:00,7,3,Route_Mixed,Mixed,173.6,13.77,12.607116920842412,1361.16,7.6,Hard,Medium,Fog,33,Major Delay,2.89,3.44,18395.2,1,26.0,393.73359254513656,888.4180863959444,21038.511678941082,121.19,75.44,3.7,3,SUV,Diesel,2021,14.03,4797,North Zone,79.0
T0289,V019,D010,Driver_10,2023-07-12 00:00:00,7,3,Route_Mixed,Mixed,144.3,16.31,8.847332924586144,1702.71,4.5,Moderate,Medium,Rain,0,On Time,2.41,2.41,68962.6,4,20.1,220.44440448825134,656.3135318984442,19820.117936386698,137.35,77.63,4.4,14,Truck,Petrol,2021,10.45,661,South Zone,88.7
T0290,V015,D001,Driver_1,2023-07-12 16:00:00,7,3,Route_Highway_2,Highway,273.7,19.78,13.83720930232558,2126.22,1.2,Easy,Very High,Hot,91,Major Delay,4.56,6.08,33176.83,4,30.275000000000002,861.1135489980007,1655.6001876649182,12937.14123666292,47.27,68.74,4.8,5,SUV,Petrol,2017,16.98,4343,West Zone,86.2
T0291,V016,D022,Driver_22,2023-07-13 08:00:00,7,3,Route_Rural_X,Rural,327.0,52.24081932905164,6.259473036598261,2065.79,8.6,Hard,Medium,Clear,0,On Time,5.45,5.45,35493.38,2,22.25,0.0,1412.053161745398,21224.533161745396,64.91,67.37,3.3,7,Van,Petrol,2019,16.2,8489,South Zone,97.3
T0292,V005,D006,Driver_6,2023-07-14 00:00:00,7,3,Route_City_A,City,309.7,30.83,10.045410314628608,3118.77,1.1,Easy,Medium,Fog,36,Major Delay,5.16,5.76,14482.130000000001,3,22.599999999999998,0.0,1722.997942357713,9669.14460902438,31.22,68.52,3.6,1,Bus,Diesel,2023,11.08,5986,West Zone,67.5
T0293,V003,D013,Driver_13,2023-07-14 16:00:00,7,3,Route_Rural_Y,Rural,323.2,52.35,6.173829990448901,5527.83,7.3,Hard,High,Clear,31,Major Delay,5.39,5.9,46267.04,3,3.8333333333333335,0.0,1667.2143340421387,22617.391000708805,69.98,59.75,3.3,5,Sedan,Diesel,2023,7.98,7541,South Zone,64.2
T0294,V012,D015,Driver_15,2023-07-15 08:00:00,7,3,Route_City_A,City,185.5,15.93,11.644695543000628,1386.49,9.7,Hard,High,Fog,53,Major Delay,3.09,3.98,60915.99,5,25.1,0.0,711.6822012637131,14281.370201263713,76.99,70.07,4.1,7,Sedan,Electric,2022,13.27,8055,West Zone,58.1
T0295,V020,D004,Driver_4,2023-07-16 00:00:00,7,3,Route_Highway_1,Highway,330.8,25.29,13.080268880980626,2317.27,4.9,Moderate,Low,Clear,11,Minor Delay,5.51,5.7,18395.2,1,26.0,1214.748287460305,1499.5511912514419,23426.769478711747,70.82,78.98,3.0,8,SUV,Diesel,2021,14.03,4797,Central,40.8
T0296,V004,D013,Driver_13,2023-07-16 16:00:00,7,3,Route_Rural_X,Rural,65.7,14.98,4.38584779706275,1532.32,3.1,Moderate,High,Hot,38,Major Delay,1.09,1.73,17174.29,1,6.7,0.0,434.1173065215754,19140.727306521578,291.34,54.03,3.3,5,Bus,Petrol,2017,6.19,6735,South Zone,70.1
T0297,V016,D024,Driver_24,2023-07-17 08:00:00,7,3,Route_Rural_Y,Rural,226.9,14.87,15.258910558170815,1481.44,7.3,Hard,Medium,Hot,0,On Time,3.78,3.78,35493.38,2,22.25,0.0,782.5166574191909,20010.64665741919,88.19,88.55,3.5,4,Van,Petrol,2019,16.2,8489,West Zone,49.4
T0298,V007,D020,Driver_20,2023-07-18 00:00:00,7,3,Route_Rural_Y,Rural,22.2,2.49,8.915662650602409,266.25,8.4,Hard,Medium,Clear,0,On Time,0.37,0.37,14838.89,1,17.9,0.0,65.50155522140373,15170.641555221404,683.36,77.79,4.4,13,Sedan,Electric,2021,9.52,1275,North Zone,94.5
T0299,V013,D024,Driver_24,2023-07-18 16:00:00,7,3,Route_City_B,City,143.3,8.68,16.509216589861754,935.41,5.9,Moderate,Low,Clear,0,On Time,2.39,2.39,18146.56,1,33.3,0.0,417.8254987509519,19499.795498750955,136.08,91.38,3.5,4,Bus,Petrol,2011,17.12,3573,Central,70.8
T0300,V010,D015,Driver_15,2023-07-19 08:00:00,7,3,Route_Highway_2,Highway,159.3,10.86,14.66850828729282,958.15,9.7,Hard,Low,Hot,0,On Time,2.66,2.66,55975.82,4,22.625,398.6663959854042,742.0443117108674,16092.81570769627,101.02,89.61,4.1,7,Bus,Petrol,2017,14.54,2085,West Zone,71.5
T0301,V007,D008,Driver_8,2023-07-20 00:00:00,7,3,Route_City_B,City,170.5,21.81,7.817514901421367,2063.8,1.5,Easy,High,Clear,34,Major Delay,2.84,3.41,14838.89,1,17.9,0.0,672.8087276909823,17575.49872769098,103.08,65.96,4.1,5,Sedan,Electric,2021,9.52,1275,East Zone,54.8
T0302,V014,D005,Driver_5,2023-07-20 16:00:00,7,3,Route_Rural_Y,Rural,284.3,22.38,12.70330652368186,2361.73,5.5,Moderate,Medium,Hot,58,Major Delay,4.74,5.71,60260.29,5,25.580000000000002,0.0,1347.0160959509647,15760.804095950965,55.44,69.67,3.7,3,Van,CNG,2014,13.81,1521,North Zone,33.6
T0303,V005,D015,Driver_15,2023-07-21 08:00:00,7,3,Route_Rural_X,Rural,167.7,16.71,10.035906642728904,1467.35,7.5,Hard,Medium,Rain,40,Major Delay,2.79,3.46,14482.130000000001,3,22.599999999999998,0.0,690.3570976955466,6985.0837643622135,41.65,69.54,4.1,7,Bus,Diesel,2023,11.08,5986,North Zone,32.2
T0304,V003,D004,Driver_4,2023-07-22 00:00:00,7,3,Route_City_A,City,190.5,27.65,6.8896925858951175,2994.74,8.8,Hard,High,Clear,44,Major Delay,3.17,3.91,46267.04,3,3.8333333333333335,0.0,770.1327197802021,19187.219386446868,100.72,57.06,3.0,8,Sedan,Diesel,2023,7.98,7541,East Zone,59.6
T0305,V011,D012,Driver_12,2023-07-22 16:00:00,7,3,Route_City_A,City,110.3,8.3,13.289156626506022,912.52,2.6,Easy,High,Clear,42,Major Delay,1.84,2.54,16252.189999999999,2,29.549999999999997,0.0,692.1409885085342,9730.755988508534,88.22,74.03,3.5,1,SUV,Diesel,2014,15.48,4443,East Zone,35.9
T0306,V011,D013,Driver_13,2023-07-23 08:00:00,7,3,Route_Rural_X,Rural,161.8,10.06,16.083499005964214,1053.56,8.2,Hard,Low,Clear,10,Minor Delay,2.7,2.86,16252.189999999999,2,29.549999999999997,0.0,843.8214857770334,10023.476485777033,61.95,87.22,3.3,5,SUV,Diesel,2014,15.48,4443,South Zone,72.5
T0307,V018,D002,Driver_2,2023-07-24 00:00:00,7,3,Route_Rural_Y,Rural,106.4,18.73,5.680726107848372,1983.68,6.0,Moderate,High,Fog,46,Major Delay,1.77,2.54,61824.66,4,15.649999999999999,0.0,585.1992630460062,18025.044263046006,169.41,55.85,3.5,3,Bus,Electric,2021,7.14,6175,North Zone,91.7
T0308,V015,D019,Driver_19,2023-07-24 16:00:00,7,3,Route_Mixed,Mixed,47.8,2.74,17.44525547445255,256.72,4.6,Moderate,Low,Clear,0,On Time,0.8,0.8,33176.83,4,30.275000000000002,176.5610181312289,138.2784663233025,8865.766984454533,185.48,93.5,3.5,10,SUV,Petrol,2017,16.98,4343,South Zone,91.8
T0309,V012,D019,Driver_19,2023-07-25 08:00:00,7,3,Route_City_A,City,249.3,21.43,11.63322445170322,1890.31,2.2,Easy,High,Rain,54,Major Delay,4.16,5.06,60915.99,5,25.1,0.0,1270.223836059321,15343.731836059322,61.55,67.41,3.5,10,Sedan,Electric,2022,13.27,8055,West Zone,76.1
T0310,V009,D004,Driver_4,2023-07-26 00:00:00,7,3,Route_Mixed,Mixed,273.9,36.28,7.549614112458654,3315.17,8.8,Hard,High,Clear,41,Major Delay,4.56,5.25,69521.94,3,20.133333333333333,626.2388643320637,852.3116639351421,27967.700528267203,102.11,59.27,3.0,8,Sedan,Diesel,2023,8.39,3652,North Zone,44.8
T0311,V010,D004,Driver_4,2023-07-26 16:00:00,7,3,Route_City_A,City,255.4,23.92,10.677257525083611,2057.09,2.4,Easy,Very High,Rain,0,On Time,4.26,4.26,55975.82,4,22.625,0.0,1201.2952223435095,17252.34022234351,67.55,76.18,3.0,8,Bus,Petrol,2017,14.54,2085,North Zone,90.4
T0312,V012,D011,Driver_11,2023-07-27 08:00:00,7,3,Route_City_A,City,196.1,14.64,13.394808743169397,1279.91,3.8,Moderate,Low,Hot,0,On Time,3.27,3.27,60915.99,5,25.1,0.0,925.9632722416463,14389.071272241647,73.38,84.33,3.5,3,Sedan,Electric,2022,13.27,8055,East Zone,92.0
T0313,V017,D005,Driver_5,2023-07-28 00:00:00,7,3,Route_Highway_2,Highway,164.3,15.07,10.902455209024552,1301.71,3.6,Moderate,Low,Hot,21,Minor Delay,2.74,3.09,1503.97,1,34.1,282.826473170132,850.3353028751193,3938.841776045251,23.97,74.46,3.7,3,SUV,Diesel,2018,11.39,7373,East Zone,43.8
T0314,V006,D020,Driver_20,2023-07-28 16:00:00,7,3,Route_Highway_2,Highway,348.1,31.18,11.164207825529186,3011.69,8.8,Hard,Medium,Clear,18,Minor Delay,5.8,6.1,19346.64,1,29.0,821.576349647455,1825.503364582496,25005.40971422995,71.83,78.57,4.4,13,Van,Diesel,2016,10.74,7599,North Zone,81.6
